id,name,description,unit_price,merchant_id,created_at,updated_at
2072,Vibrant Radiator (heating),"Krusty Krab Pizza, it's the pizza for you and meeeeee!",67.49,23,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2073,Unimpressed Beverage opener,"Two words, SpongeBob. Na. Chos.",48.48,100,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2074,Careful Exhaust hood,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",50.03,23,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2075,Tired Lance,The inner machinations of my mind are an enigma.,83.31,60,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2076,Affable Smoke-flavored,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",41.34,67,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2077,Grateful Dwarven greatsword,Future!!!,45.04,31,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2078,Vital Katsu curry,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,37.76,73,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2079,Helpless Linguine with clams,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,86.46,33,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2080,Judged Chicken fajitas,The best time to wear a striped sweater is all the time.,85.88,8,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2081,Startled Maul,I knew I shouldn't have gotten out of bed today.,65.56,89,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2082,Aggravated Meatballs with sauce,NO! This is Patrick!,29.27,88,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2083,Emboldened Glaive,F is for friends who do stuff together!,67.02,16,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2084,Composed Pilsner,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,73.14,54,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2085,Irrational Longbow,Can I be excused for the rest of my life?,75.62,6,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2086,Disillusioned French toast,Wake me up when I care.,20.72,16,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2087,Outraged Pike,"Two words, SpongeBob. Na. Chos.",50.38,68,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2088,Rebellious Glaive,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,94.94,78,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2089,Frustrated Pasta with tomato and basil,I'm ready! I'm ready!,53.48,97,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2090,Irritable Tie press,I'm ready! I'm ready!,58.49,96,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2091,Judgmental Stalhrim battleaxe dr,I'm ugly and I'm proud!,27.12,10,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2092,Rejuvenated Enhanced crossbow,I have no soul.,91.81,31,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2093,Composed Radiator (heating),"Two words, SpongeBob. Na. Chos.",41.99,66,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2094,Impertinent Longbow,I'm ready! I'm ready!,35.54,4,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2095,Interested Fan heater,Is mayonnaise an instrument?,58.45,96,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2096,Bitter Rusty mace,"Goodbye everyone, I'll remember you all in therapy.",43.06,37,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2097,Vacant Boomerang,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,52.34,28,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2098,Charitable Stove,"I wumbo, you wumbo, he she we wumbo.",17.33,12,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2099,Secure Stout,"Goodbye everyone, I'll remember you all in therapy.",97.67,71,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2100,Ashamed Box mangle,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,93.75,20,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2101,Angry Katsu curry,I have no soul.,61.97,52,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2102,Passive India pale ale,Future!!!,45.65,86,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2103,Smug Fruit beer,It's just a cruel reminder that I'm single and likely to remain that way forever.,22.35,59,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2104,Isolated Miraak's sword dr,All I know is fine dining and breathing.,70.39,2,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2105,Irritated Longbow,I can't see my forehead!,10.81,26,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2106,Addled Glass dagger,NO! This is Patrick!,49.68,94,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2107,Offended Ebony war axe,But it's my only night to be fancy!,54.75,25,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2108,Qualified Boomerang,"Two words, SpongeBob. Na. Chos.",26.72,51,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2109,Disenchanted Pilsner,I might as well sleep for 100 years or so.,13.14,78,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2110,Exhausted Ceiling fan,It's just a cruel reminder that I'm single and likely to remain that way forever.,81.06,5,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2111,Bothered Dragonbone mace dg,I have no soul.,44.42,46,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2112,Needed Trident,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",83.65,79,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2113,Hysterical Crossbow,I have no soul.,45.54,12,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2114,Meek Go-to-bed matchbox,The inner machinations of my mind are an enigma.,56.31,14,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2115,Vacant Shortsword,"I wumbo, you wumbo, he she we wumbo.",31.42,33,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2116,Guarded Net,Can I be excused for the rest of my life?,22.24,62,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2117,Fearful Television,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,92.47,19,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2118,Inspired Sickle,Look at all the hip young people eating sal-ads.,46.81,49,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2119,Ashamed Tacos,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",94.62,57,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2120,Able Champion's cudgel dr,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,52.45,6,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2121,Enthusiastic Hjalti's sword,"Goodbye everyone, I'll remember you all in therapy.",17.98,24,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2122,Miserable Battleaxe,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,22.87,84,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2123,Tickled Spear,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",40.26,6,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2124,Nervous Light hybrid beer,I'm ready! I'm ready!,38.91,15,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2125,Sanguine Cheeseburger,Future!!!,82.77,56,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2126,Caring Solar water heater,Look at all the hip young people eating sal-ads.,21.58,88,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2127,Calm Fruit beer,I'm ugly and I'm proud!,96.18,86,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2128,Obligated Light lager,"Ravioli, ravioli. Give me the formuoli.",75.53,9,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2129,Mischievous French toast,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",50.12,93,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2130,Bashful Bloodthorn,F is for friends who do stuff together!,66.58,35,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2131,Disgusted Pilsner,All I know is fine dining and breathing.,69.55,79,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2132,Querulous Salmon nigiri,I'm ugly and I'm proud!,19.99,81,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2133,Blue Dart,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",65.41,47,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2134,Irritable Belgian and french ale,I'm ugly and I'm proud!,91.53,98,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2135,Grateful Dart,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,99.42,27,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2136,Irritable Pappardelle alla bolognese,The best time to wear a striped sweater is all the time.,96.01,44,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2137,Tender Amber hybrid beer,Can I be excused for the rest of my life?,17.71,28,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2138,Agreeable Scotch eggs,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,17.32,57,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2139,Wasted Smoke-flavored,"Goodbye everyone, I'll remember you all in therapy.",85.73,85,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2140,Insecure Light lager,But it's my only night to be fancy!,25.52,4,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2141,Rebellious California maki,F is for friends who do stuff together!,13.35,16,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2142,Hesitant Shortbow,Can I be excused for the rest of my life?,42.59,62,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2143,Zany Battleaxe,I have no soul.,10.57,53,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2144,Perturbed Pierogi,Wake me up when I care.,49.25,51,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2145,Morose Ricotta stuffed ravioli,F is for friends who do stuff together!,63.36,23,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2146,Edgy Net,I'm ready! I'm ready!,13.65,92,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2147,Embarrassed Chicken wings,The inner machinations of my mind are an enigma.,45.09,83,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2148,Stubborn Light lager,I might as well sleep for 100 years or so.,65.73,43,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2149,Judged Dishwasher,"Ravioli, ravioli. Give me the formuoli.",60.99,42,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2150,Rebellious Net,Wake me up when I care.,32.34,75,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2151,Willing Skyforge steel war axe,The inner machinations of my mind are an enigma.,69.51,35,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2152,Leery Cold-pressed juicer,Look at all the hip young people eating sal-ads.,42.71,32,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2153,Vivacious Net,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",53.31,85,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2154,Tiresome Iron greatsword,But it's my only night to be fancy!,47.17,40,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2155,Warm Vilkas's sword,Is mayonnaise an instrument?,41.13,16,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2156,Playful Sushi,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",71.06,59,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2157,Annoyed Air ioniser,All I know is fine dining and breathing.,70.36,21,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2158,Kind The pale blade,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",33.15,6,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2159,Cooperative Battleaxe,The inner machinations of my mind are an enigma.,72.31,86,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2160,Dejected Humidifier,Look at all the hip young people eating sal-ads.,41.56,31,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2161,Warm Dwarven mace,The best time to wear a striped sweater is all the time.,74.99,49,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2162,Generous Poke,F is for friends who do stuff together!,90.34,17,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2163,Kind Home server,I'm ugly and I'm proud!,75.12,96,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2164,Joyful Belgian and french ale,Look at all the hip young people eating sal-ads.,89.13,95,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2165,Wishful Mace,I might as well sleep for 100 years or so.,40.19,27,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2166,Unimpressed Quarterstaff,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",94.19,83,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2167,Playful Solar water heater,Look at all the hip young people eating sal-ads.,38.09,54,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2168,Addled Honed falmer war axe,All I know is fine dining and breathing.,72.25,71,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2169,Melodramatic Greatclub,"Goodbye everyone, I'll remember you all in therapy.",24.77,44,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2170,Tolerant Dart,I'm ready! I'm ready!,39.63,76,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2171,Helpless Boomerang,Look at all the hip young people eating sal-ads.,54.23,58,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2172,Humiliated Dark lager,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,53.67,60,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2173,Brave Belgian strong ale,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,54.77,77,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2174,Helpless Morningstar,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",15.15,19,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2175,Gleeful Arepas,I knew I shouldn't have gotten out of bed today.,95.49,95,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2176,Proud Vegetable beer,All I know is fine dining and breathing.,32.89,80,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2177,Weepy Pilsner,It's just a cruel reminder that I'm single and likely to remain that way forever.,12.89,3,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2178,Embarrassed Honed ancient nord greatsword,Look at all the hip young people eating sal-ads.,68.76,83,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2179,Marvelous Boomerang,All I know is fine dining and breathing.,90.54,27,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2180,Reasoned Shortbow,"Ravioli, ravioli. Give me the formuoli.",38.92,25,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2181,Fulfilled Crossbow,Is mayonnaise an instrument?,42.53,3,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2182,Obligated Silver greatsword,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,66.01,85,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2183,Lonely Tacos,I have no soul.,73.82,100,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2184,Melancholy Central vacuum cleaner,Is mayonnaise an instrument?,21.28,22,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2185,Uplifted Pasta and beans,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,45.39,55,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2186,Lethargic Dart,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",71.13,6,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2187,Startled Pilsner,I'm ugly and I'm proud!,22.95,75,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2188,Surprised Pasta and beans,Can I be excused for the rest of my life?,18.46,76,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2189,Insecure Longbow,I'm ugly and I'm proud!,28.72,65,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2190,Perturbed Blowgun,NO! This is Patrick!,87.82,93,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2191,Skeptical Honed draugr war axe,F is for friends who do stuff together!,43.88,65,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2192,Vibrant Bunny chow,I can't see my forehead!,49.49,96,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2193,Discouraged Nordic battleaxe dr,I might as well sleep for 100 years or so.,82.94,30,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2194,Tolerated Sling,I knew I shouldn't have gotten out of bed today.,12.49,61,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2195,Chagrined Greatsword,Can I be excused for the rest of my life?,94.68,80,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2196,Marvelous Vacuum cleaner,But it's my only night to be fancy!,69.15,8,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2197,Obstinate Light hammer,Look at all the hip young people eating sal-ads.,18.26,64,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2198,Grateful Scimitar,I knew I shouldn't have gotten out of bed today.,61.17,59,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2199,Zestful Sling,I knew I shouldn't have gotten out of bed today.,59.96,17,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2200,Loving Stinky tofu,It's just a cruel reminder that I'm single and likely to remain that way forever.,46.47,85,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2201,Grateful Spear,Future!!!,59.29,51,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2202,Angry Shortbow,Is mayonnaise an instrument?,26.93,17,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2203,Sympathetic War pick,"Goodbye everyone, I'll remember you all in therapy.",92.43,9,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2204,Petrified Crossbow,I might as well sleep for 100 years or so.,67.82,25,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2205,Leery English brown ale,I knew I shouldn't have gotten out of bed today.,55.22,49,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2206,Enraged Amber hybrid beer,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",70.27,52,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2207,Discouraged Herebane's courage,I can't see my forehead!,11.48,44,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2208,Secure Whip,But it's my only night to be fancy!,26.31,51,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2209,Marvelous Smoke-flavored,I have no soul.,47.89,24,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2210,Trustworthy Caprese salad,The best time to wear a striped sweater is all the time.,12.92,67,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2211,Confident Tacos,I'm ugly and I'm proud!,36.36,82,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2212,Panicked War pick,"Goodbye everyone, I'll remember you all in therapy.",74.96,99,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2213,Edgy Crossbow,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,13.19,13,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2214,Petrified Honed falmer sword,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",65.59,45,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2215,Frustrated Lance,The best time to wear a striped sweater is all the time.,92.83,84,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2216,Buoyant Net,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,82.39,32,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2217,Valued Chicken fajitas,"Goodbye everyone, I'll remember you all in therapy.",53.19,32,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2218,Wistful Ricotta stuffed ravioli,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,33.67,99,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2219,Needy Wood-aged beer,Look at all the hip young people eating sal-ads.,43.74,89,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2220,Resentful Dart,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,32.12,3,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2221,Nasty Zephyr dg,The inner machinations of my mind are an enigma.,28.23,23,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2222,Stubborn India pale ale,Wake me up when I care.,67.42,24,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2223,Ecstatic Longbow,I'm ugly and I'm proud!,48.36,75,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2224,Blissful Stinky tofu,I can't see my forehead!,17.26,64,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
